record_id,lead,beat_id,disease_class,crop_start,qrs_pattern_pred,order_ok_pred,p_head_prob,seg_emits_p,qrs_anchor,anchor_in_qrs,window_end,read_end,p_onset_pred,p_onset_true,p_onset_err_ms,p_peak_pred,p_peak_true,p_peak_err_ms,p_offset_pred,p_offset_true,p_offset_err_ms,qrs_onset_pred,qrs_onset_true,qrs_onset_err_ms,q_peak_pred,q_peak_true,q_peak_err_ms,r_peak_pred,r_peak_true,r_peak_err_ms,s_peak_pred,s_peak_true,s_peak_err_ms,qrs_offset_pred,qrs_offset_true,qrs_offset_err_ms,t_onset_pred,t_onset_true,t_onset_err_ms,t_peak_pred,t_peak_true,t_peak_err_ms,t_offset_pred,t_offset_true,t_offset_err_ms,qrs_duration_err_ms,qt_interval_err_ms,t_duration_err_ms,t_peak_to_end_err_ms
AnteriorInfarction_003,V3,1,AnteriorInfarction,-606,qRs,1,0.0004,0,628,1,249,500,,,,,,,,,,2,4,-4.0,8,9,-2.0,31,31,0.0,52,,,52,44,16.0,66,49,34.0,162,162,0.0,254,248,12.0,20.0,16.0,-22.0,12.0
AnteriorInfarction_003,I,1,AnteriorInfarction,-606,R,1,0.0003,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,7,25,-36.0,,,,50,44,12.0,66,68,-4.0,141,141,0.0,255,251,8.0,16.0,12.0,12.0,8.0
AnteriorInfarction_003,II,1,AnteriorInfarction,-606,R,1,0.0001,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,24,-28.0,,,,51,44,14.0,65,68,-6.0,142,143,-2.0,256,252,8.0,18.0,12.0,14.0,10.0
AnteriorInfarction_003,III,1,AnteriorInfarction,-606,RS,1,0.0012,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,17,-14.0,31,31,0.0,51,44,14.0,64,49,30.0,143,143,0.0,257,250,14.0,18.0,18.0,-16.0,14.0
AnteriorInfarction_003,aVR,1,AnteriorInfarction,-606,QS,1,0.0001,0,628,1,249,500,,,,,,,,,,2,4,-4.0,24,24,0.0,,,,,,,51,44,14.0,66,49,34.0,142,142,0.0,254,180,148.0,18.0,152.0,114.0,148.0
AnteriorInfarction_003,V1,1,AnteriorInfarction,-606,rS,1,0.0015,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,20,,6,36,-60.0,20,48,-56.0,51,44,14.0,64,68,-8.0,169,148,42.0,255,271,-32.0,18.0,-28.0,-24.0,-74.0
AnteriorInfarction_003,V2,1,AnteriorInfarction,-606,qRs,1,0.0014,0,628,1,249,500,,,,,,,,,,2,4,-4.0,13,14,-2.0,31,31,0.0,52,50,4.0,52,44,16.0,65,87,-44.0,162,163,-2.0,255,257,-4.0,20.0,0.0,40.0,-2.0
AnteriorInfarction_003,V4,1,AnteriorInfarction,-606,qR,1,0.0003,0,628,1,249,500,,,,,,,,,,2,4,-4.0,8,8,0.0,28,28,0.0,,,,51,44,14.0,67,49,36.0,140,140,0.0,253,220,66.0,18.0,70.0,30.0,66.0
AnteriorInfarction_003,V5,1,AnteriorInfarction,-606,qR,1,0.0008,0,628,1,249,500,,,,,,,,,,2,4,-4.0,6,6,0.0,24,24,0.0,,,,51,44,14.0,70,100,-60.0,154,154,0.0,254,278,-48.0,18.0,-44.0,12.0,-48.0
AnteriorInfarction_003,V6,1,AnteriorInfarction,-606,qRs,1,0.0002,0,628,1,249,500,,,,,,,,,,2,4,-4.0,6,6,0.0,24,24,0.0,32,32,0.0,51,44,14.0,67,79,-24.0,149,149,0.0,256,227,58.0,18.0,62.0,82.0,58.0
AnteriorInfarction_003,aVL,1,AnteriorInfarction,-606,qR,1,0.0006,0,628,1,249,500,,,,,,,,,,2,4,-4.0,14,14,0.0,30,30,0.0,,,,51,44,14.0,66,49,34.0,144,144,0.0,253,250,6.0,18.0,10.0,-28.0,6.0
AnteriorInfarction_003,aVF,1,AnteriorInfarction,-606,Rs,1,0.0002,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,24,-28.0,31,31,0.0,51,44,14.0,65,49,32.0,143,143,0.0,255,249,12.0,18.0,16.0,-20.0,12.0
AnteriorInfarction_004,V1,1,AnteriorInfarction,-604,rS,1,0.0035,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,5,6,-2.0,21,21,0.0,50,46,8.0,57,46,22.0,151,152,-2.0,283,270,26.0,12.0,30.0,4.0,28.0
AnteriorInfarction_004,I,1,AnteriorInfarction,-604,R,1,0.0053,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,8,30,-44.0,,51,,50,46,8.0,61,97,-72.0,139,169,-60.0,283,252,62.0,12.0,66.0,134.0,122.0
