record_id,lead,beat_id,disease_class,crop_start,qrs_pattern_pred,order_ok_pred,p_head_prob,seg_emits_p,qrs_anchor,anchor_in_qrs,window_end,read_end,p_onset_pred,p_onset_true,p_onset_err_ms,p_peak_pred,p_peak_true,p_peak_err_ms,p_offset_pred,p_offset_true,p_offset_err_ms,qrs_onset_pred,qrs_onset_true,qrs_onset_err_ms,q_peak_pred,q_peak_true,q_peak_err_ms,r_peak_pred,r_peak_true,r_peak_err_ms,s_peak_pred,s_peak_true,s_peak_err_ms,qrs_offset_pred,qrs_offset_true,qrs_offset_err_ms,t_onset_pred,t_onset_true,t_onset_err_ms,t_peak_pred,t_peak_true,t_peak_err_ms,t_offset_pred,t_offset_true,t_offset_err_ms,qrs_duration_err_ms,qt_interval_err_ms,t_duration_err_ms,t_peak_to_end_err_ms
AnteriorInfarction_003,V3,1,AnteriorInfarction,-606,qRs,1,0.0028,0,628,1,249,500,,,,,,,,,,2,4,-4.0,8,9,-2.0,31,31,0.0,49,,,49,44,10.0,74,49,50.0,162,162,0.0,274,248,52.0,14.0,56.0,2.0,52.0
AnteriorInfarction_003,I,1,AnteriorInfarction,-606,R,1,0.0026,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,7,25,-36.0,,,,49,44,10.0,75,68,14.0,141,141,0.0,276,251,50.0,14.0,54.0,36.0,50.0
AnteriorInfarction_003,II,1,AnteriorInfarction,-606,R,1,0.0012,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,24,-28.0,,,,49,44,10.0,74,68,12.0,142,143,-2.0,278,252,52.0,14.0,56.0,40.0,54.0
AnteriorInfarction_003,III,1,AnteriorInfarction,-606,RS,1,0.0071,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,17,-14.0,31,31,0.0,49,44,10.0,74,49,50.0,143,143,0.0,278,250,56.0,14.0,60.0,6.0,56.0
AnteriorInfarction_003,aVR,1,AnteriorInfarction,-606,QS,1,0.0011,0,628,1,249,500,,,,,,,,,,2,4,-4.0,24,24,0.0,,,,,,,49,44,10.0,74,49,50.0,142,142,0.0,270,180,180.0,14.0,184.0,130.0,180.0
AnteriorInfarction_003,V1,1,AnteriorInfarction,-606,rS,1,0.0069,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,20,,6,36,-60.0,20,48,-56.0,49,44,10.0,74,68,12.0,169,148,42.0,269,271,-4.0,14.0,0.0,-16.0,-46.0
AnteriorInfarction_003,V2,1,AnteriorInfarction,-606,qRs,1,0.0065,0,628,1,249,500,,,,,,,,,,2,4,-4.0,13,14,-2.0,31,31,0.0,49,50,-2.0,49,44,10.0,74,87,-26.0,162,163,-2.0,270,257,26.0,14.0,30.0,52.0,28.0
AnteriorInfarction_003,V4,1,AnteriorInfarction,-606,qR,1,0.0018,0,628,1,249,500,,,,,,,,,,2,4,-4.0,8,8,0.0,28,28,0.0,,,,49,44,10.0,76,49,54.0,140,140,0.0,274,220,108.0,14.0,112.0,54.0,108.0
AnteriorInfarction_003,V5,1,AnteriorInfarction,-606,qR,1,0.0039,0,628,1,249,500,,,,,,,,,,2,4,-4.0,6,6,0.0,24,24,0.0,,,,49,44,10.0,76,100,-48.0,154,154,0.0,269,278,-18.0,14.0,-14.0,30.0,-18.0
AnteriorInfarction_003,V6,1,AnteriorInfarction,-606,qRs,1,0.0014,0,628,1,249,500,,,,,,,,,,2,4,-4.0,6,6,0.0,24,24,0.0,32,32,0.0,49,44,10.0,75,79,-8.0,149,149,0.0,280,227,106.0,14.0,110.0,114.0,106.0
AnteriorInfarction_003,aVL,1,AnteriorInfarction,-606,qR,1,0.0029,0,628,1,249,500,,,,,,,,,,2,4,-4.0,14,14,0.0,30,30,0.0,,,,49,44,10.0,75,49,52.0,144,144,0.0,270,250,40.0,14.0,44.0,-12.0,40.0
AnteriorInfarction_003,aVF,1,AnteriorInfarction,-606,Rs,1,0.0014,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,24,-28.0,31,31,0.0,49,44,10.0,74,49,50.0,143,143,0.0,279,249,60.0,14.0,64.0,10.0,60.0
