record_id,lead,beat_id,disease_class,crop_start,qrs_pattern_pred,order_ok_pred,p_head_prob,seg_emits_p,qrs_anchor,anchor_in_qrs,window_end,read_end,p_onset_pred,p_onset_true,p_onset_err_ms,p_peak_pred,p_peak_true,p_peak_err_ms,p_offset_pred,p_offset_true,p_offset_err_ms,qrs_onset_pred,qrs_onset_true,qrs_onset_err_ms,q_peak_pred,q_peak_true,q_peak_err_ms,r_peak_pred,r_peak_true,r_peak_err_ms,s_peak_pred,s_peak_true,s_peak_err_ms,qrs_offset_pred,qrs_offset_true,qrs_offset_err_ms,t_onset_pred,t_onset_true,t_onset_err_ms,t_peak_pred,t_peak_true,t_peak_err_ms,t_offset_pred,t_offset_true,t_offset_err_ms,qrs_duration_err_ms,qt_interval_err_ms,t_duration_err_ms,t_peak_to_end_err_ms
AnteriorInfarction_003,V3,1,AnteriorInfarction,-606,qRs,1,0.0024,0,628,1,249,500,,,,,,,,,,2,4,-4.0,8,9,-2.0,31,31,0.0,50,,,50,44,12.0,68,49,38.0,162,162,0.0,255,248,14.0,16.0,18.0,-24.0,14.0
AnteriorInfarction_003,I,1,AnteriorInfarction,-606,R,1,0.0023,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,7,25,-36.0,,,,49,44,10.0,67,68,-2.0,141,141,0.0,259,251,16.0,14.0,20.0,18.0,16.0
AnteriorInfarction_003,II,1,AnteriorInfarction,-606,R,1,0.0011,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,24,-28.0,,,,50,44,12.0,68,68,0.0,142,143,-2.0,260,252,16.0,16.0,20.0,16.0,18.0
AnteriorInfarction_003,III,1,AnteriorInfarction,-606,RS,1,0.0065,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,17,-14.0,31,31,0.0,50,44,12.0,67,49,36.0,143,143,0.0,262,250,24.0,16.0,28.0,-12.0,24.0
AnteriorInfarction_003,aVR,1,AnteriorInfarction,-606,QS,1,0.001,0,628,1,249,500,,,,,,,,,,2,4,-4.0,24,24,0.0,,,,,,,49,44,10.0,68,49,38.0,142,142,0.0,256,180,152.0,14.0,156.0,114.0,152.0
AnteriorInfarction_003,V1,1,AnteriorInfarction,-606,rS,1,0.0058,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,20,,6,36,-60.0,20,48,-56.0,50,44,12.0,67,68,-2.0,169,148,42.0,259,271,-24.0,16.0,-20.0,-22.0,-66.0
AnteriorInfarction_003,V2,1,AnteriorInfarction,-606,qRs,1,0.0058,0,628,1,249,500,,,,,,,,,,2,4,-4.0,13,14,-2.0,31,31,0.0,50,50,0.0,50,44,12.0,67,87,-40.0,162,163,-2.0,257,257,0.0,16.0,4.0,40.0,2.0
AnteriorInfarction_003,V4,1,AnteriorInfarction,-606,qR,1,0.0018,0,628,1,249,500,,,,,,,,,,2,4,-4.0,8,8,0.0,28,28,0.0,,,,50,44,12.0,69,49,40.0,140,140,0.0,254,220,68.0,16.0,72.0,28.0,68.0
AnteriorInfarction_003,V5,1,AnteriorInfarction,-606,qR,1,0.0035,0,628,1,249,500,,,,,,,,,,2,4,-4.0,6,6,0.0,24,24,0.0,,,,50,44,12.0,71,100,-58.0,154,154,0.0,260,278,-36.0,16.0,-32.0,22.0,-36.0
AnteriorInfarction_003,V6,1,AnteriorInfarction,-606,qRs,1,0.0013,0,628,1,249,500,,,,,,,,,,2,4,-4.0,6,6,0.0,24,24,0.0,32,32,0.0,49,44,10.0,69,79,-20.0,149,149,0.0,258,227,62.0,14.0,66.0,82.0,62.0
AnteriorInfarction_003,aVL,1,AnteriorInfarction,-606,qR,1,0.0024,0,628,1,249,500,,,,,,,,,,2,4,-4.0,14,14,0.0,30,30,0.0,,,,50,44,12.0,68,49,38.0,144,144,0.0,257,250,14.0,16.0,18.0,-24.0,14.0
AnteriorInfarction_003,aVF,1,AnteriorInfarction,-606,Rs,1,0.0013,0,628,1,249,500,,,,,,,,,,2,4,-4.0,,,,10,24,-28.0,31,31,0.0,50,44,12.0,68,49,38.0,143,143,0.0,258,249,18.0,16.0,22.0,-20.0,18.0
AnteriorInfarction_004,V1,1,AnteriorInfarction,-604,rS,1,0.0167,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,5,6,-2.0,21,21,0.0,50,46,8.0,57,46,22.0,151,152,-2.0,291,270,42.0,12.0,46.0,20.0,44.0
AnteriorInfarction_004,I,1,AnteriorInfarction,-604,R,1,0.0256,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,8,30,-44.0,,51,,50,46,8.0,58,97,-78.0,139,169,-60.0,291,252,78.0,12.0,82.0,156.0,138.0
AnteriorInfarction_004,II,1,AnteriorInfarction,-604,R,1,0.0083,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,20,20,0.0,,,,50,46,8.0,59,68,-18.0,142,143,-2.0,284,173,222.0,12.0,226.0,240.0,224.0
AnteriorInfarction_004,III,1,AnteriorInfarction,-604,rS,1,0.0232,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,5,18,-26.0,34,33,2.0,50,46,8.0,61,51,20.0,147,147,0.0,284,269,30.0,12.0,34.0,10.0,30.0
AnteriorInfarction_004,aVR,1,AnteriorInfarction,-604,QS,1,0.0095,0,637,1,251,500,,,,,,,,,,0,2,-4.0,29,30,-2.0,,,,,,,50,46,8.0,62,75,-26.0,141,141,0.0,286,251,70.0,12.0,74.0,96.0,70.0
AnteriorInfarction_004,aVL,1,AnteriorInfarction,-604,QRS,1,0.018,0,637,1,251,500,,,,,,,,,,0,2,-4.0,5,5,0.0,8,30,-44.0,50,51,-2.0,50,46,8.0,60,100,-80.0,154,154,0.0,284,265,38.0,12.0,42.0,118.0,38.0
AnteriorInfarction_004,aVF,1,AnteriorInfarction,-604,RS,1,0.0077,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,6,19,-26.0,35,36,-2.0,50,46,8.0,61,74,-26.0,144,144,0.0,283,250,66.0,12.0,70.0,92.0,66.0
AnteriorInfarction_004,V2,1,AnteriorInfarction,-604,rS,1,0.0139,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,,,4,12,-16.0,26,26,0.0,50,46,8.0,59,53,12.0,154,155,-2.0,283,262,42.0,12.0,46.0,30.0,44.0
AnteriorInfarction_004,V3,1,AnteriorInfarction,-604,QR,1,0.0088,0,637,1,251,500,,,,,,,,,,0,2,-4.0,9,10,-2.0,20,32,-24.0,,,,50,46,8.0,62,87,-50.0,143,175,-64.0,278,255,46.0,12.0,50.0,96.0,110.0
AnteriorInfarction_004,V4,1,AnteriorInfarction,-604,R,1,0.0107,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,7,,31,31,0.0,,,,50,46,8.0,63,59,8.0,176,170,12.0,280,251,58.0,12.0,62.0,50.0,46.0
AnteriorInfarction_004,V5,1,AnteriorInfarction,-604,R,1,0.0078,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,7,,26,26,0.0,,,,50,46,8.0,64,94,-60.0,148,148,0.0,284,251,66.0,12.0,70.0,126.0,66.0
AnteriorInfarction_004,V6,1,AnteriorInfarction,-604,Rs,1,0.0068,0,637,1,251,500,,,,,,,,,,0,2,-4.0,,4,,20,20,0.0,30,31,-2.0,50,46,8.0,62,62,0.0,144,144,0.0,285,251,68.0,12.0,72.0,68.0,68.0
AnteriorInfarction_005,V3,1,AnteriorInfarction,-605,QRs,1,0.0022,0,638,1,250,500,,,,,,,,,,2,5,-6.0,8,8,0.0,17,31,-28.0,49,,,49,48,2.0,61,89,-56.0,146,146,0.0,264,266,-4.0,8.0,2.0,52.0,-4.0
AnteriorInfarction_005,I,1,AnteriorInfarction,-605,R,1,0.0005,0,638,1,250,500,,,,,,,,,,1,5,-8.0,,,,10,26,-32.0,,,,49,48,2.0,60,72,-24.0,137,137,0.0,261,250,22.0,10.0,30.0,46.0,22.0
AnteriorInfarction_005,II,1,AnteriorInfarction,-605,R,1,0.0004,0,638,1,250,500,,,,,,,,,,1,5,-8.0,,,,16,24,-16.0,,44,,49,48,2.0,61,50,22.0,142,142,0.0,266,267,-2.0,10.0,6.0,-24.0,-2.0
AnteriorInfarction_005,III,1,AnteriorInfarction,-605,RS,1,0.0026,0,638,1,250,500,,,,,,,,,,1,5,-8.0,,,,6,17,-22.0,31,31,0.0,49,48,2.0,61,70,-18.0,147,148,-2.0,264,234,60.0,10.0,68.0,78.0,62.0
AnteriorInfarction_005,aVR,1,AnteriorInfarction,-605,QS,1,0.0002,0,638,1,250,500,,,,,,,,,,1,5,-8.0,24,24,0.0,,,,,,,49,48,2.0,62,66,-8.0,140,140,0.0,263,255,16.0,10.0,24.0,24.0,16.0
AnteriorInfarction_005,aVL,1,AnteriorInfarction,-605,qrS,1,0.0011,0,638,1,250,500,,,,,,,,,,1,5,-8.0,5,18,-26.0,8,31,-46.0,17,,,49,48,2.0,61,50,22.0,153,153,0.0,261,263,-4.0,10.0,4.0,-26.0,-4.0
AnteriorInfarction_005,aVF,1,AnteriorInfarction,-605,R,1,0.0004,0,638,1,250,500,,,,,,,,,,2,5,-6.0,,,,16,24,-16.0,,38,,49,48,2.0,62,52,20.0,144,144,0.0,266,262,8.0,8.0,14.0,-12.0,8.0
AnteriorInfarction_005,V1,1,AnteriorInfarction,-605,rS,1,0.0029,0,638,1,250,500,,,,,,,,,,2,5,-6.0,,23,,5,33,-56.0,23,48,-50.0,49,48,2.0,59,100,-82.0,137,137,0.0,265,269,-8.0,8.0,-2.0,74.0,-8.0
AnteriorInfarction_005,V2,1,AnteriorInfarction,-605,rS,1,0.0052,0,638,1,250,500,,,,,,,,,,1,5,-8.0,,22,,3,31,-56.0,22,53,-62.0,49,48,2.0,59,87,-56.0,142,142,0.0,265,274,-18.0,10.0,-10.0,38.0,-18.0
AnteriorInfarction_005,V4,1,AnteriorInfarction,-605,qR,1,0.0008,0,638,1,250,500,,,,,,,,,,2,5,-6.0,8,8,0.0,29,29,0.0,,,,49,48,2.0,62,58,8.0,144,145,-2.0,263,263,0.0,8.0,6.0,-8.0,2.0
AnteriorInfarction_005,V5,1,AnteriorInfarction,-605,qR,1,0.0002,0,638,1,250,500,,,,,,,,,,1,5,-8.0,6,7,-2.0,24,25,-2.0,,,,49,48,2.0,62,101,-78.0,146,172,-52.0,266,254,24.0,10.0,32.0,102.0,76.0
